DCI / Nome Genérico;Nome do Medicamento;Forma Farmacêutica;Dosagem;Estado de Autorização;Genérico;Titular de AIM;Stock
Enalapril;Enalapril Krka;Comprimido;5 mg;Autorizado;S;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;50,,,,,,,
Enalapril;Enalapril Mepha 20 mg Comprimidos;Comprimido;20 mg;Autorizado;S;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;50,,,,,,,
Enalapril;Enalapril Mepha 5 mg Comprimidos;Comprimido;5 mg;Autorizado;S;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;50,,,,,,,
Enalapril;Enalapril Ratiopharm;Comprimido;20 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Enalapril;Enalapril Ratiopharm;Comprimido;5 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Enalapril;Enalapril Sandoz;Comprimido;20 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Enalapril;Enalapril Sandoz;Comprimido;5 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Enalapril;Enalapril cinfa 20 mg comprimidos;Comprimido;20 mg;Autorizado;S;Cinfa Portugal,Lda.;50,,,,,,,,
Enalapril;Enalapril cinfa 5 mg comprimidos;Comprimido;5 mg;Autorizado;S;Cinfa Portugal,Lda.;50,,,,,,,,
Enalapril;Maleato de Enalapril Mylan;Comprimido;20 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Enalapril;Maleato de Enalapril Mylan;Comprimido;5 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Enalapril;Prilan;Comprimido;20 mg;Autorizado;S;Sofex Farmacêutica, Lda.;50,,,,,,,,
Enalapril;Prilan;Comprimido;5 mg;Autorizado;N;Sofex Farmacêutica, Lda.;50,,,,,,,,
Enalapril;Renitec;Comprimido;20 mg;Autorizado;N;Merck Sharp & Dohme, Lda.;50,,,,,,,,
Enalapril;Renitec 5;Comprimido;5 mg;Autorizado;N;Merck Sharp & Dohme, Lda.;50,,,,,,,,
Enalapril;Tensazol;Comprimido;20 mg;Autorizado;N;Tecnifar - Indústria Técnica Farmacêutica, S.A.;50,,,,,,,,
Enalapril;Tensazol;Comprimido;5 mg;Autorizado;N;Tecnifar - Indústria Técnica Farmacêutica, S.A.;50,,,,,,,,
Enalapril + Hidroclorotiazida;Enalapril + Hidroclorotiazida Almus;Comprimido;20 mg + 12.5 mg;Autorizado;S;Almus, Lda.;50,,,,,,,,
Enalapril + Hidroclorotiazida;Enalapril + Hidroclorotiazida Aristo 20 mg + 12,5 mg Comprimidos;Comprimido;20 mg + 12.5 mg;Autorizado;S;Aristo Pharma Iberia, SL;50,,,,,,,
Enalapril + Hidroclorotiazida;Enalapril + Hidroclorotiazida Cinfa 20 mg + 12,5 mg Comprimidos;Comprimido;20 mg + 12.5 mg;Autorizado;S;Cinfa Portugal,Lda.;50,,,,,,,
Enalapril + Hidroclorotiazida;Enalapril + Hidroclorotiazida Diasistol Plus;Comprimido;20 mg + 12.5 mg;Autorizado;S;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Enalapril + Hidroclorotiazida;Enalapril + Hidroclorotiazida Farmoz;Comprimido;20 mg + 12.5 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Enalapril + Hidroclorotiazida;Enalapril + Hidroclorotiazida Jaba 20 mg + 12,5 mg Comprimidos;Comprimido;20 mg + 12.5 mg;Autorizado;S;Jaba Recordati, S. A.;50,,,,,,,
Enalapril + Hidroclorotiazida;Enalapril + Hidroclorotiazida Labesfal 20 mg + 12,5 mg Comprimidos;Comprimido;20 mg + 12.5 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,
Enalapril + Hidroclorotiazida;Enalapril + Hidroclorotiazida Mepha 20 mg + 12,5 mg Comprimidos;Comprimido;20 mg + 12.5 mg;Autorizado;S;   Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;50,,,,,,
Enalapril + Hidroclorotiazida;Enalapril + Hidroclorotiazida Mylan;Comprimido;20 mg + 12.5 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Enalapril + Hidroclorotiazida;Enalapril + Hidroclorotiazida Pentafarma;Comprimido;20 mg + 12.5 mg;Autorizado;S;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Enalapril + Hidroclorotiazida;Enalapril + Hidroclorotiazida Ratiopharm 20 mg + 12,5 mg Comprimidos;Comprimido;20 mg + 12.5 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,
Enalapril + Hidroclorotiazida;Enalapril + Hidroclorotiazida Sandoz;Comprimido;20 mg + 12.5 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Enalapril + Hidroclorotiazida;Enalapril + Hidroclorotiazida Vir;Comprimido;20 mg + 12.5 mg;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Enalapril + Hidroclorotiazida;Enalapril Hidroclorotiazida Bluepharma 20 mg + 12,5 mg Comprimidos;Comprimido;20 mg + 12.5 mg;Autorizado;S;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;50,,,,,,,
Enalapril + Hidroclorotiazida;Enalapril Hidroclorotiazida Ciclum 20 mg + 12,5 mg Comprimidos;Comprimido;20 mg + 12.5 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,
Enalapril + Hidroclorotiazida;Enalapril Hidroclorotiazida Generis 20 mg + 12,5 mg Comprimidos;Comprimido;20 mg + 12.5 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,
Enalapril + Hidroclorotiazida;Lesten;Comprimido;20 mg + 12.5 mg;Autorizado;S;Laboratórios Vir Portugal, Lda.;50,,,,,,,,
Enalapril + Hidroclorotiazida;Renidur;Comprimido;20 mg + 12.5 mg;Autorizado;N;Merck Sharp & Dohme, Lda.;50,,,,,,,,
Enalapril + Hidroclorotiazida;Renipril Plus;Comprimido;20 mg + 12.5 mg;Autorizado;N;Mer Medicamentos, Lda.;50,,,,,,,,
Enalapril + Lercanidipina;Enalapril + Lercanidipina Alter;Comprimido revestido por película;10 mg + 10 mg;Autorizado;S;Alter, S.A.;50,,,,,,,,
Enalapril + Lercanidipina;Enalapril + Lercanidipina Alter;Comprimido revestido por película;20 mg + 10 mg;Autorizado;S;Alter, S.A.;50,,,,,,,,
Enalapril + Lercanidipina;Enalapril + Lercanidipina Generis;Comprimido revestido por película;10 mg + 10 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Enalapril + Lercanidipina;Enalapril + Lercanidipina Generis;Comprimido revestido por película;20 mg + 10 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Enalapril + Lercanidipina;Enalapril + Lercanidipina Krka;Comprimido revestido por película;10 mg + 10 mg;Autorizado;S;KRKA d.d., Novo mesto;50,,,,,,,,
Enalapril + Lercanidipina;Enalapril + Lercanidipina Krka;Comprimido revestido por película;20 mg + 10 mg;Autorizado;S;KRKA d.d., Novo mesto;50,,,,,,,,
Enalapril + Lercanidipina;Enalapril + Lercanidipina Labesfal;Comprimido revestido por película;10 mg + 10 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Enalapril + Lercanidipina;Enalapril + Lercanidipina Labesfal;Comprimido revestido por película;20 mg + 10 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Enalapril + Lercanidipina;Enalapril + Lercanidipina Ratiopharm;Comprimido revestido por película;10 mg + 10 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Enalapril + Lercanidipina;Enalapril + Lercanidipina Ratiopharm;Comprimido revestido por película;20 mg + 10 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Enalapril + Lercanidipina;Enalapril + Lercanidipina Ripax;Comprimido revestido por película;10 mg + 10 mg;Autorizado;S;KRKA d.d., Novo mesto;50,,,,,,,,
Enalapril + Lercanidipina;Enalapril + Lercanidipina Ripax;Comprimido revestido por película;20 mg + 10 mg;Autorizado;S;KRKA d.d., Novo mesto;50,,,,,,,,
Enalapril + Lercanidipina;Enalapril + Lercanidipina Teva;Comprimido revestido por película;10 mg + 10 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Enalapril + Lercanidipina;Enalapril + Lercanidipina Teva;Comprimido revestido por película;20 mg + 10 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Enalapril + Lercanidipina;Zanipress;Comprimido revestido por película;10 mg + 10 mg;Autorizado;N;   Jaba Recordati, S.A.;50,,,,,,,,
Enalapril + Lercanidipina;Zanipress;Comprimido revestido por película;20 mg + 10 mg;Autorizado;N;   Jaba Recordati, S.A.;50,,,,,,,,
Enalapril + Lercanidipina;Zanipress;Comprimido revestido por película;20 mg + 20 mg;Autorizado;N;Jaba Recordati, S. A.;50,,,,,,,,
Enalapril + Lercanidipina;Zanitek;Comprimido revestido por película;10 mg + 10 mg;Autorizado;N;Recordati Ireland Ltd.;50
Enalapril + Lercanidipina;Zanitek;Comprimido revestido por película;20 mg + 10 mg;Autorizado;N;Recordati Ireland Ltd.;50
Enalapril + Lercanidipina;Zanitek;Comprimido revestido por película;20 mg + 20 mg;Autorizado;N;Recordati Ireland Ltd.;50
Enalapril + Nitrendipina;Enit;Comprimido;10 mg + 20 mg;Autorizado;N;Ferrer Internacional S.A.;50
Enfuvirtida;Fuzeon;Pó e solvente para solução injetável;90 mg;Autorizado;N;Roche Registration, Ltd.;50,,,,,,,,
Enfuvirtida;Fuzeon;Pó para solução injetável;90 mg;Autorizado;N;Roche Registration, Ltd.;50,,,,,,,,
Enoxaparina sódica;Lovenox;Solução injetável;100 mg/1 ml;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Enoxaparina sódica;Lovenox;Solução injetável;100 mg/ml;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Enoxaparina sódica;Lovenox;Solução injetável;120 mg/0.8 ml;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Enoxaparina sódica;Lovenox;Solução injetável;150 mg/1 ml;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Enoxaparina sódica;Lovenox;Solução injetável;20 mg/0.2 ml;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Enoxaparina sódica;Lovenox;Solução injetável;40 mg/0.4 ml;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Enoxaparina sódica;Lovenox;Solução injetável;60 mg/0.6 ml;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Enoxaparina sódica;Lovenox;Solução injetável;80 mg/0.8 ml;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Enoxaparina sódica;Lovenox;Solução injetável;90 mg/0.6 ml;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Entacapona;Comtan;Comprimido revestido por película;200 mg;Autorizado;N;   Novartis Europharm, Ltd.;50,,,,,,,,
Entacapona;Comtess;Comprimido revestido por película;200 mg;Autorizado;N;Orion Corporation;50
Entacapona;Entacapona Aurobindo;Comprimido revestido por película;200 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Entacapona;Entacapona Mylan;Comprimido revestido por película;200 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Entacapona;Entacapona Orion;Comprimido revestido por película;200 mg;Autorizado;N;Orion Corporation;50
Entacapona;Entacapona Teva;Comprimido revestido por película;200 mg;Autorizado;S;Teva Pharma, B.V.;50,,,,,,,,
Entecavir;Baraclude;Comprimido revestido por película;0.5 mg;Autorizado;N;Bristol-Myers Squibb Pharma EEIG;50
Entecavir;Baraclude;Comprimido revestido por película;1 mg;Autorizado;N;Bristol-Myers Squibb Pharma EEIG;50
Entecavir;Baraclude;Solução oral;0.05 mg/ml;Autorizado;N;Bristol-Myers Squibb Pharma EEIG;50
Enzalutamida;Xtandi;Cápsula mole;40 mg;Autorizado;N;Astellas Pharma Europe B.V.;50
Epinastina;Relestat;Colírio, solução;0.5 mg/ml;Autorizado;N;Allergan Pharmaceuticals Ireland;50,,,,,,,,
Epirrubicina;Epi-cell;Solução injetável;2 mg/ml;Autorizado;S;Stada, Lda.;50,,,,,,,,
Epirrubicina;Epirrubicina Accord;   Solução injetável ou para perfusão;2 mg/ml;Autorizado;S;Accord Healthcare Limited;50
Epirrubicina;Epirrubicina Actavis;Solução injetável;2 mg/ml;Autorizado;S;Actavis Group hf.;50
Epirrubicina;Epirrubicina Axton;Concentrado para solução para perfusão;2 mg/ml;Autorizado;S;Solufarma - Produtos Farmacêuticos Unipessoal, Lda.;50,,,,,,,,
Epirrubicina;Epirrubicina Azevedos;Concentrado para solução para perfusão;2 mg/ml;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Epirrubicina;Epirrubicina Generis;Concentrado para solução injetável;2 mg/ml;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Epirrubicina;Epirrubicina Hikma;Solução injetável;2 mg/ml;Autorizado;S;Hikma Farmacêutica (Portugal), S.A.;50,,,,,,,,
Epirrubicina;Epirrubicina Hospira;Solução injetável;2 mg/ml;Autorizado;S;   Hospira Portugal, Lda;50,,,,,,,,
Epirrubicina;Epirrubicina Kabi;   Solução injetável ou para perfusão;2 mg/ml;Autorizado;S;Fresenius Kabi Oncology Plc.;50
Epirrubicina;Epirrubicina Mylan;Solução injetável;2 mg/ml;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Epirrubicina;Epirrubicina Sandoz;Concentrado para solução para perfusão;2 mg/ml;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Epirrubicina;Epirrubicina Teva;   Solução injetável ou para perfusão;2 mg/ml;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Epirrubicina;Epirrubicina medac;Solução injetável;2 mg/ml;Autorizado;S;   Medac Gesellschalft fur Klinische Spezialpraparate GmbH;50
Epirrubicina;Farmorubicina CS 200 mg;Solução injetável;2 mg/ml;Autorizado;N;Laboratórios Pfizer, Lda.;50,,,,,,,,
Epirrubicina;Farmorubicina Cs;Solução injetável;2 mg/ml;Autorizado;N;Laboratórios Pfizer, Lda.;50,,,,,,,,
Eplerenona;Corenon;Comprimido revestido por película;25 mg;Autorizado;S;Welding GmbH &  Co. KG;50
Eplerenona;Corenon;Comprimido revestido por película;50 mg;Autorizado;S;Welding GmbH &  Co. KG;50
Eplerenona;Elberone;Comprimido revestido por película;25 mg;Autorizado;S;Welding GmbH &  Co. KG;50
Eplerenona;Elberone;Comprimido revestido por película;50 mg;Autorizado;S;Welding GmbH &  Co. KG;50
Eplerenona;Eplerenona Liconsa;Comprimido revestido por película;25 mg;Autorizado;S;Laboratorios Liconsa S.A.;50
Eplerenona;Eplerenona Liconsa;Comprimido revestido por película;50 mg;Autorizado;S;Laboratorios Liconsa S.A.;50
Eplerenona;Eplerenona Pentafarma;Comprimido revestido por película;25 mg;Autorizado;S;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Eplerenona;Eplerenona Pentafarma;Comprimido revestido por película;50 mg;Autorizado;S;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Eplerenona;Eplerenona Pfizer;Comprimido revestido por película;25 mg;Autorizado;S;Laboratórios Pfizer, Lda.;50,,,,,,,,
Eplerenona;Eplerenona Pfizer;Comprimido revestido por película;50 mg;Autorizado;S;Laboratórios Pfizer, Lda.;50,,,,,,,,
Eplerenona;Eplerenona Welding;Comprimido revestido por película;25 mg;Autorizado;S;Welding GmbH &  Co. KG;50
Eplerenona;Eplerenona Welding;Comprimido revestido por película;50 mg;Autorizado;S;Welding GmbH &  Co. KG;50
Eplerenona;Inspra;Comprimido revestido por película;25 mg;Autorizado;N;Laboratórios Pfizer, Lda.;50,,,,,,,,
Eplerenona;Inspra;Comprimido revestido por película;50 mg;Autorizado;N;Laboratórios Pfizer, Lda.;50,,,,,,,,
Eplerenona;Kaliren;Comprimido revestido por película;25 mg;Autorizado;S;Welding GmbH &  Co. KG;50
Eplerenona;Kaliren;Comprimido revestido por película;50 mg;Autorizado;S;Welding GmbH &  Co. KG;50
Eplerenona;Plerenia;Comprimido revestido por película;25 mg;Autorizado;S;Welding GmbH &  Co. KG;50
Eplerenona;Plerenia;Comprimido revestido por película;50 mg;Autorizado;S;Welding GmbH &  Co. KG;50
Epoetina alfa;Abseamed;Solução injetável;1000 U.I./0.5 ml;Autorizado;N;Medice Arzneimittel Pütter GmbH & Co. KG;50
Epoetina alfa;Abseamed;Solução injetável;10000 U.I./1 ml;Autorizado;N;Medice Arzneimittel Pütter GmbH & Co. KG;50
Epoetina alfa;Abseamed;Solução injetável;2000 U.I./1 ml;Autorizado;N;Medice Arzneimittel Pütter GmbH & Co. KG;50
Epoetina alfa;Abseamed;Solução injetável;3000 U.I./0.3 ml;Autorizado;N;Medice Arzneimittel Pütter GmbH & Co. KG;50
Epoetina alfa;Abseamed;Solução injetável;4000 U.I./0.4 ml;Autorizado;N;Medice Arzneimittel Pütter GmbH & Co. KG;50
Epoetina alfa;Abseamed;Solução injetável;5000 U.I./0.5 ml;Autorizado;N;Medice Arzneimittel Pütter GmbH & Co. KG;50
Epoetina alfa;Abseamed;Solução injetável;6000 U.I./0.6 ml;Autorizado;N;Medice Arzneimittel Pütter GmbH & Co. KG;50
Epoetina alfa;Abseamed;Solução injetável;7000 U.I./0.7 ml;Autorizado;N;Medice Arzneimittel Pütter GmbH & Co. KG;50
Epoetina alfa;Abseamed;Solução injetável;8000 U.I./0.8 ml;Autorizado;N;Medice Arzneimittel Pütter GmbH & Co. KG;50
Epoetina alfa;Abseamed;Solução injetável;9000 U.I./0.9 ml;Autorizado;N;Medice Arzneimittel Pütter GmbH & Co. KG;50
Epoetina alfa;Binocrit;Solução injetável;1000 U.I./0.5 ml;Autorizado;N;Sandoz GmbH;50
Epoetina alfa;Binocrit;Solução injetável;10000 U.I./1 ml;Autorizado;N;Sandoz GmbH;50
Epoetina alfa;Binocrit;Solução injetável;2000 U.I./1 ml;Autorizado;N;Sandoz GmbH;50
Epoetina alfa;Binocrit;Solução injetável;20000 U.I./0.5 ml;Autorizado;N;Sandoz GmbH;50
Epoetina alfa;Binocrit;Solução injetável;3000 U.I./0.3 ml;Autorizado;N;Sandoz GmbH;50
Epoetina alfa;Binocrit;Solução injetável;30000 U.I./0.75 ml;Autorizado;N;Sandoz GmbH;50
Epoetina alfa;Binocrit;Solução injetável;4000 U.I./0.4 ml;Autorizado;N;Sandoz GmbH;50
Epoetina alfa;Binocrit;Solução injetável;40000 U.I./1 ml;Autorizado;N;Sandoz GmbH;50
Epoetina alfa;Binocrit;Solução injetável;5000 U.I./0.5 ml;Autorizado;N;Sandoz GmbH;50
Epoetina alfa;Binocrit;Solução injetável;6000 U.I./0.6 ml;Autorizado;N;Sandoz GmbH;50
Epoetina alfa;Binocrit;Solução injetável;7000 U.I./0.7 ml;Autorizado;N;Sandoz GmbH;50
Epoetina alfa;Binocrit;Solução injetável;8000 U.I./0.8 ml;Autorizado;N;Sandoz GmbH;50
Epoetina alfa;Binocrit;Solução injetável;9000 U.I./0.9 ml;Autorizado;N;Sandoz GmbH;50
Epoetina alfa;Epoetin alfa Hexal;Solução injetável;1000 U.I./0.5 ml;Autorizado;N;Hexal A.G.;50
Epoetina alfa;Epoetin alfa Hexal;Solução injetável;10000 U.I./1 ml;Autorizado;N;Hexal A.G.;50
Epoetina alfa;Epoetin alfa Hexal;Solução injetável;2000 U.I./1 ml;Autorizado;N;Hexal A.G.;50
Epoetina alfa;Epoetin alfa Hexal;Solução injetável;20000 U.I/0.5 ml;Autorizado;N;Hexal A.G.;50
Epoetina alfa;Epoetin alfa Hexal;Solução injetável;3000 U.I./0.3 ml;Autorizado;N;Hexal A.G.;50
Epoetina alfa;Epoetin alfa Hexal;Solução injetável;30000 U.I/0.75 ml;Autorizado;N;Hexal A.G.;50
Epoetina alfa;Epoetin alfa Hexal;Solução injetável;4000 U.I./0.4 ml;Autorizado;N;Hexal A.G.;50
Epoetina alfa;Epoetin alfa Hexal;Solução injetável;40000 U.I/1 ml;Autorizado;N;Hexal A.G.;50
Epoetina alfa;Epoetin alfa Hexal;Solução injetável;5000 U.I./0.5 ml;Autorizado;N;Hexal A.G.;50
Epoetina alfa;Epoetin alfa Hexal;Solução injetável;6000 U.I./0.6 ml;Autorizado;N;Hexal A.G.;50
Epoetina alfa;Epoetin alfa Hexal;Solução injetável;7000 U.I./0.7 ml;Autorizado;N;Hexal A.G.;50
Epoetina alfa;Epoetin alfa Hexal;Solução injetável;8000 U.I./0.8 ml;Autorizado;N;Hexal A.G.;50
Epoetina alfa;Eprex 10000 UI/ml Solução Injectável em Seringas Pré-cheias;Solução injetável em seringa pré-cheia;10000 U.I./1 ml;Autorizado;N;Janssen-Cilag Farmacêutica, Lda.;50,,,,,,,,
Epoetina alfa;Eprex 10000 UI/ml Solução Injectável em Seringas Pré-cheias;Solução injetável em seringa pré-cheia;3000 U.I./0.3 ml;Autorizado;N;Janssen-Cilag Farmacêutica, Lda.;50,,,,,,,,
Epoetina alfa;Eprex 10000 UI/ml Solução Injectável em Seringas Pré-cheias;Solução injetável em seringa pré-cheia;4000 U.I./0.4 ml;Autorizado;N;Janssen-Cilag Farmacêutica, Lda.;50,,,,,,,,
Epoetina alfa;Eprex 10000 UI/ml Solução Injectável em Seringas Pré-cheias;Solução injetável em seringa pré-cheia;5000 U.I./0.5 ml;Autorizado;N;Janssen-Cilag Farmacêutica, Lda.;50,,,,,,,,
Epoetina alfa;Eprex 10000 UI/ml Solução Injectável em Seringas Pré-cheias;Solução injetável em seringa pré-cheia;6000 U.I./0.6 ml;Autorizado;N;Janssen-Cilag Farmacêutica, Lda.;50,,,,,,,,
Epoetina alfa;Eprex 10000 UI/ml Solução Injectável em Seringas Pré-cheias;Solução injetável em seringa pré-cheia;8000 U.I./0.8 ml;Autorizado;N;Janssen-Cilag Farmacêutica, Lda.;50,,,,,,,,
Epoetina alfa;Eprex 2000 UI/ml Solução Injectável em Seringas Pré-cheias;Solução injetável em seringa pré-cheia;1000 U.I./0.5 ml;Autorizado;N;Janssen-Cilag Farmacêutica, Lda.;50,,,,,,,,
Epoetina alfa;Eprex 4000 UI/ml Solução Injectável em Seringas Pré-cheias;Solução injetável em seringa pré-cheia;2000 U.I./0.5 ml;Autorizado;N;Janssen-Cilag Farmacêutica, Lda.;50,,,,,,,,
Epoetina alfa;Eprex 40000 UI/ml Solução injectável em seringas pré-cheias;Solução injetável em seringa pré-cheia;20000 U.I./0.5 ml;Autorizado;N;Janssen-Cilag Farmacêutica, Lda.;50,,,,,,,,
Epoetina alfa;Eprex 40000 UI/ml Solução injectável em seringas pré-cheias;Solução injetável em seringa pré-cheia;30000 U.I./0.75 ml;Autorizado;N;Janssen-Cilag Farmacêutica, Lda.;50,,,,,,,,
Epoetina alfa;Eprex 40000 UI/ml Solução injectável em seringas pré-cheias;Solução injetável em seringa pré-cheia;40000 U.I./1 ml;Autorizado;N;Janssen-Cilag Farmacêutica, Lda.;50,,,,,,,,
Epoetina beta;Neorecormon;Pó e solvente para solução injetável;50000 U.I./10 ml;Autorizado;N;Roche Registration, Ltd.;50,,,,,,,,
Epoetina beta;Neorecormon;Solução injetável;10000 U.I./0.6 ml;Autorizado;N;Roche Registration, Ltd.;50,,,,,,,,
Epoetina beta;Neorecormon;Solução injetável;2000 U.I./0.3 ml;Autorizado;N;Roche Registration, Ltd.;50,,,,,,,,
